Model Name,hy-mt2-1.8b
IP Address/Port,74.2.96.26:32232
Parameters,"temperature=0.7,top_p=0.6,top_k=20,max_tokens=4096,repetition_penalty=1.05"

Input,Expected Output,Actual Output,Time Taken (s)
サブカルチャーは、社会の基準から外れて軽視されていると感じている同好の士が集まって、自分らしさを養えるようにする文化です。,亚文化让志同道合的个人团结起来，这些人感到自己被社会标准所忽视，亚文化在他们之间培养出一种认同感。,Subculture is a culture where like-minded individuals who feel excluded from societal standards and undervalued gather together to nurture their individuality.,0.2609
サブカルチャーの特徴は、所属するメンバーの年齢、民族、階級、場所、性別などによって決まることがあります。,鉴于成员的年龄、种族、阶级、位置以及/或性别差异，亚文化可能会各具特色。,"The characteristics of subculture may be determined by factors such as the age, ethnicity, class, location, and gender of its members.",0.266
サブカルチャーの特徴を決定付ける性質は、言語、美、宗教、政治、性、地理、またはそれらの要素の組み合わせかもしれません。,让亚文化变得与众不同的特质，可能是语言、美学、宗教、政治、性别、地理或多种因素的组合。,"The traits that determine the characteristics of subculture may be language, aesthetics, religion, politics, sexuality, geography, or a combination of these elements.",0.2816
サブカルチャーのメンバーはしばしば、ファッション、マンネリズム、隠語を含む象徴的な独特のスタイルで、自分がその一員であることを示します。,亚文化群体的成员，常常会象征性地利用独特的行事风格来表明他们的成员身份，包括时尚服装、举止和黑话。,"Members of subcultures often show their membership through a distinctive style that includes fashion, monotony, and slang.",0.2478
社会化の重要性を示すために用いられる最も一般的な方法の1つは、育児放棄、不運、または故意の虐待によって、成長過程で大人によって社会への適応が阻まれた子供たちの数少ない不幸な事例を取りあげることです。,要说明社会化的重要性，最常用的方法之一是利用少数不幸儿童的案例。这些儿童由于被忽视、遭遇不幸或遭到故意虐待，在成长过程中没有在成年人的帮助下实现社会化。,"One of the most common methods used to highlight the importance of socialization is to highlight a few unfortunate cases where children have been prevented from adapting to society during their development due to abandonment, misfortune, or intentional abuse by adults.",0.3329
このような子供は「野生児」または「フェラルキッド」と呼ばれます。野生児は人（通常は自分の親）に監禁されている場合もあり、このような育児放棄の原因としては、重度の知的・身体的障害を持つ子供の育児を親が拒否した場合もあります。,这样的孩子被称为“野孩”，意思是野孩子。 有些野孩子被人们（通常是他们自己的父母）所幽禁； 在某些情况下，孩子被遗弃是由于父母拒绝接受孩子有智力或身体上的严重缺陷。,"Such children are called “wildlings” or “feral kids”. Wildlings may be confined to humans (usually their own parents), and one reason for this abandonment of childcare is when parents refuse to take care of children with severe intellectual or physical disabilities.",0.3585
野生児は、捨てられたり、逃げ出したりする前に、重度の児童虐待やトラウマを経験している可能性があります。,野孩子在被抛弃或离家出走之前，可能经历过严重的儿童虐待或创伤。,Wild children may have experienced severe child abuse or trauma before being abandoned or running away.,0.2309
また、動物に育てられたとされる者もいれば、野生状態で自力で生きていたとされる者もいます。,据说，其他人是被动物养大的；有些人独自生活在野外。,"Additionally, there are those who are said to have been raised by animals, while others are believed to have survived on their own in the wild.",0.2836
人間以外の動物に育てられて成長した野生児は、人間を恐れたり、人間に無関心であるなど、その動物とほとんど同じような行動を（物理的な範囲内）を示します。,狼孩如果完全由非人类的动物抚养长大，其行为（在身体条件允许的范围内）会与该动物非常雷同，比如会对人类表现出恐惧或冷漠。,Wildlings that have grown up raised by animals other than humans exhibit behaviors similar to those of their parent species—such as fearing humans or being indifferent to them—(within physical limits).,0.3452
プロジェクトベースの学習で学習はより簡単かつ興味深いものになるはずですが、スキャフォールディングはその1歩先を行きます。,虽然项目学习法应该使学习变得更容易、更有趣，但支架式学习法却更进一步。,"With project-based learning, learning should be easier and more engaging, but scafolding takes a step further.",0.2487
