Model Name,hy-mt2-1.8b
IP Address/Port,74.2.96.26:32232
Parameters,"temperature=0.7,top_p=0.6,top_k=20,max_tokens=4096,repetition_penalty=1.05"

Input,Expected Output,Actual Output,Time Taken (s)
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.1952
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.1951
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1867
今天天气很好。,The weather is nice today.,The weather is very good today.,0.2019
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2017
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.2184
今天天气很好。,The weather is nice today.,The weather is very good today.,0.2894
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.1975
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.1995
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.1979
研究人员开发了一种新药。,Researchers developed a new drug.,The researchers developed a new drug.,0.1959
学校鼓励创新和合作。,The school encourages innovation and collaboration.,The school encourages innovation and cooperation.,0.2011
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.1979
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.1945
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.2041
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1956
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.1902
猫正在睡觉。,The cat is sleeping.,The cat is sleeping.,0.1985
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.2076
猫正在睡觉。,The cat is sleeping.,The cat is sleeping.,0.193
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.2008
公司推出了最新的手机。,The company launched the latest smartphone.,The company has launched the latest smartphone.,0.1985
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.1992
今天天气很好。,The weather is nice today.,The weather is very good today.,0.2102
市场竞争变得更加激烈。,Market competition has become more intense.,The market competition has become more intense.,0.2027
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.2005
我最喜欢的颜色是蓝色。,My favorite color is blue.,My favorite color is blue.,0.1972
研究人员开发了一种新药。,Researchers developed a new drug.,The researchers developed a new drug.,0.2135
他要去市场。,He is going to the market.,He is going to the market.,0.199
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.197
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.1936
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.1969
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.2361
她正在为我们做饭。,She is cooking for us.,She is cooking for us.,0.1964
她喜欢读书。,She likes reading books.,She likes reading books.,0.1913
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.2023
减少污染可以改善空气质量。,Reducing pollution can improve air quality.,Reducing pollution can improve air quality.,0.2051
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.1959
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.2153
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.2125
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.2132
技术正在改变世界。,Technology is changing the world.,Technology is changing the world.,0.1936
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2084
今天天气很好。,The weather is nice today.,The weather is very good today.,0.2068
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.189
减少污染可以改善空气质量。,Reducing pollution can improve air quality.,Reducing pollution can improve air quality.,0.1946
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.1955
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.1964
